Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	is_outlier	outlier_info
gene-AUO97_RS14285	2	4	4	4	1	0	host	gene-AUO97_RS14285	False	
gene-AUO97_RS16460	0	0	0	0	0	0	host	gene-AUO97_RS16460	False	
gene-AUO97_RS01140	55	64	43	46	13	20	host	gene-AUO97_RS01140	False	
gene-AUO97_RS10705	304	248	80	96	54	31	host	gene-AUO97_RS10705	False	
gene-AUO97_RS14345	102	100	41	43	17	13	host	gene-AUO97_RS14345	False	
gene-AUO97_RS02635	71	71	31	38	12	6	host	gene-AUO97_RS02635	False	
gene-AUO97_RS09795	494	361	76	106	50	40	host	gene-AUO97_RS09795	False	
gene-AUO97_RS15565	0	0	1	0	0	0	host	gene-AUO97_RS15565	False	
gene-AUO97_RS11315	137	136	47	71	16	16	host	gene-AUO97_RS11315	False	
gene-AUO97_RS10500	768	612	249	225	145	95	host	polA	False	
gene-AUO97_RS16155	8	10	12	12	1	3	host	gene-AUO97_RS16155	False	
gene-AUO97_RS04575	69	41	44	30	18	23	host	gene-AUO97_RS04575	False	
gene-AUO97_RS08110	0	0	0	0	0	0	host	gene-AUO97_RS08110	False	
gene-AUO97_RS08500	64	49	26	18	6	1	host	gene-AUO97_RS08500	False	
gene-AUO97_RS18490	109	84	29	45	13	9	host	gene-AUO97_RS18490	False	
gene-AUO97_RS04685	178	138	58	74	28	17	host	gene-AUO97_RS04685	False	
gene-AUO97_RS11045	83	73	46	52	16	12	host	gene-AUO97_RS11045	False	
gene-AUO97_RS05035	76	50	27	41	16	16	host	gene-AUO97_RS05035	False	
gene-AUO97_RS15915	34	29	9	11	7	1	host	gene-AUO97_RS15915	False	
gene-AUO97_RS07435	109	103	52	82	33	31	host	gene-AUO97_RS07435	False	
gene-AUO97_RS01010	246	174	55	70	37	32	host	gene-AUO97_RS01010	False	
gene-AUO97_RS18050	52	30	26	38	21	18	host	gene-AUO97_RS18050	False	
gene-AUO97_RS18635	21	21	7	7	3	3	host	eat	False	
gene-AUO97_RS09690	220	151	44	67	31	34	host	purU	False	
gene-AUO97_RS00405	0	0	0	0	0	0	host	gene-AUO97_RS00405	False	
gene-AUO97_RS13375	187	170	50	51	20	22	host	gene-AUO97_RS13375	False	
gene-AUO97_RS04020	41	28	14	5	1	2	host	gene-AUO97_RS04020	False	
gene-AUO97_RS04860	374	311	105	124	58	37	host	ispH	False	
gene-AUO97_RS04425	623	520	118	158	82	43	host	gene-AUO97_RS04425	False	
gene-AUO97_RS12950	22	14	14	11	7	2	host	gene-AUO97_RS12950	False	
gene-AUO97_RS13060	0	0	0	0	0	0	host	gene-AUO97_RS13060	False	
gene-AUO97_RS18225	7	6	2	2	2	1	host	gene-AUO97_RS18225	False	
gene-AUO97_RS11250	47	33	12	17	11	11	host	bioD	False	
gene-AUO97_RS16695	0	0	0	0	0	0	host	gene-AUO97_RS16695	False	
gene-AUO97_RS12535	32	22	5	6	7	0	host	gene-AUO97_RS12535	False	
gene-AUO97_RS16800	37	41	27	27	7	8	host	gene-AUO97_RS16800	False	
gene-AUO97_RS03475	186	133	67	57	44	36	host	ghy	False	
gene-AUO97_RS11680	15	14	10	11	2	7	host	gene-AUO97_RS11680	False	
gene-AUO97_RS11800	8	10	4	8	0	3	host	gene-AUO97_RS11800	False	
gene-AUO97_RS12560	0	0	0	0	0	0	host	gene-AUO97_RS12560	False	
gene-AUO97_RS04470	241	167	73	80	53	23	host	gene-AUO97_RS04470	False	
gene-AUO97_RS05830	83	76	29	32	17	12	host	gene-AUO97_RS05830	False	
gene-AUO97_RS16995	51	56	32	29	18	17	host	gene-AUO97_RS16995	False	
gene-AUO97_RS06665	64	54	25	25	11	6	host	gene-AUO97_RS06665	False	
gene-AUO97_RS02990	250	195	86	109	37	33	host	gene-AUO97_RS02990	False	
gene-AUO97_RS02200	0	0	0	0	0	0	host	gene-AUO97_RS02200	False	
gene-AUO97_RS07200	17	14	10	23	8	1	host	gene-AUO97_RS07200	False	
gene-AUO97_RS18665	172	127	50	78	27	20	host	gene-AUO97_RS18665	False	
gene-AUO97_RS17595	299	192	64	78	55	33	host	gene-AUO97_RS17595	False	
gene-AUO97_RS14495	11	6	7	6	4	4	host	gene-AUO97_RS14495	False	
gene-AUO97_RS03105	206	235	130	163	44	21	host	gene-AUO97_RS03105	False	
gene-AUO97_RS07020	104	69	37	30	9	13	host	gene-AUO97_RS07020	False	
gene-AUO97_RS18850	286	215	69	115	51	33	host	gene-AUO97_RS18850	False	
gene-AUO97_RS06605	47	43	25	21	12	7	host	gene-AUO97_RS06605	False	
gene-AUO97_RS18215	0	0	0	0	0	0	host	gene-AUO97_RS18215	False	
gene-AUO97_RS11610	156	118	43	28	18	10	host	gene-AUO97_RS11610	False	
gene-AUO97_RS13475	171	122	52	54	24	23	host	gene-AUO97_RS13475	False	
gene-AUO97_RS00015	17	11	8	16	2	1	host	gene-AUO97_RS00015	False	
gene-AUO97_RS07490	134	119	57	71	17	15	host	gene-AUO97_RS07490	False	
gene-AUO97_RS04955	9	6	2	4	0	3	host	gene-AUO97_RS04955	False	
gene-AUO97_RS15920	104	126	24	35	13	7	host	gene-AUO97_RS15920	False	
gene-AUO97_RS12545	546	427	151	187	105	80	host	pyrC	False	
gene-M172_gp36	5643	6846	48405	78122	236938	200388	phage	gene-M172_gp36	False	
gene-AUO97_RS04565	107	85	42	47	19	14	host	gene-AUO97_RS04565	False	
gene-AUO97_RS14420	237	195	68	79	24	18	host	gene-AUO97_RS14420	False	
gene-AUO97_RS11765	0	0	1	0	0	0	host	gene-AUO97_RS11765	False	
gene-AUO97_RS07890	530	354	106	152	111	86	host	gene-AUO97_RS07890	False	
gene-AUO97_RS05000	564	416	98	118	71	46	host	gene-AUO97_RS05000	False	
gene-AUO97_RS07630	67	49	21	27	3	7	host	gene-AUO97_RS07630	False	
gene-AUO97_RS03175	136	121	42	64	22	22	host	gene-AUO97_RS03175	False	
gene-AUO97_RS04065	43	27	3	7	7	4	host	gene-AUO97_RS04065	False	
gene-AUO97_RS04245	83	53	14	20	4	17	host	rrtA	False	
gene-AUO97_RS04750	80	51	17	23	2	5	host	gene-AUO97_RS04750	False	
gene-AUO97_RS12585	0	0	0	0	0	0	host	gene-AUO97_RS12585	False	
gene-AUO97_RS13985	53	39	33	12	8	7	host	tssF	False	
gene-AUO97_RS13825	545	364	102	107	64	50	host	gene-AUO97_RS13825	False	
gene-AUO97_RS17430	365	298	95	95	57	45	host	gene-AUO97_RS17430	False	
gene-AUO97_RS04465	94	83	23	40	13	19	host	adeT2	False	
gene-AUO97_RS14605	8	7	1	1	0	1	host	gene-AUO97_RS14605	False	
gene-AUO97_RS06560	59	53	27	16	8	3	host	gene-AUO97_RS06560	False	
gene-AUO97_RS02790	542	432	189	251	95	72	host	prpF	False	
gene-AUO97_RS03275	26	33	32	22	13	11	host	gene-AUO97_RS03275	False	
gene-AUO97_RS08760	76	72	22	32	8	4	host	gene-AUO97_RS08760	False	
gene-AUO97_RS14705	126	71	42	31	12	8	host	gene-AUO97_RS14705	False	
gene-AUO97_RS15730	5	6	6	4	3	0	host	gene-AUO97_RS15730	False	
gene-AUO97_RS12245	250	190	51	102	45	29	host	gene-AUO97_RS12245	False	
gene-AUO97_RS06980	194	134	52	71	34	21	host	murJ	False	
gene-AUO97_RS08595	475	416	118	186	87	67	host	lptF	False	
gene-AUO97_RS09695	154	102	57	46	19	10	host	gene-AUO97_RS09695	False	
gene-AUO97_RS06465	117	81	31	41	13	20	host	gene-AUO97_RS06465	False	
gene-AUO97_RS12480	452	320	136	172	71	55	host	gene-AUO97_RS12480	False	
